交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/06/18,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.43,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.53,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.48,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.58,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.63,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.78,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.39,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,28.0000,賣權,-,-,-,-,0,2.99,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.43,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.19,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.04,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.83,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.48,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,28.0000,賣權,-,-,-,-,0,3.78,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.43,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.48,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.58,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.63,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.78,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.04,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,29.0000,賣權,-,-,-,-,0,3.99,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.43,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.38,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.48,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.19,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.83,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.53,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,29.0000,賣權,-,-,-,-,0,4.78,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,21.0000,買權,-,-,-,-,0,3.83,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,21.0000,買權,-,-,-,-,0,4.03,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,21.5000,買權,-,-,-,-,0,3.33,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,21.5000,買權,-,-,-,-,0,3.53,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,22.0000,買權,-,-,-,-,0,2.83,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,22.0000,買權,-,-,-,-,0,3.03,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,22.5000,買權,-,-,-,-,0,2.33,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,22.5000,買權,-,-,-,-,0,2.53,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,22.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,22.5000,賣權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,23.0000,買權,-,-,-,-,0,1.84,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,23.0000,買權,-,-,-,-,0,2.03,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,23.0000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,23.0000,賣權,-,-,-,-,0,0.06,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,23.5000,買權,-,-,-,-,0,1.54,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,23.5000,買權,-,-,-,-,0,1.36,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,23.5000,賣權,0.1,0.11,0.1,0.11,8,0.13,8,0.09,0.16,0.11,0.1,,一般,
2019/06/21,CBO,201908  ,23.5000,賣權,-,-,-,-,0,0.09,8,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,24.0000,買權,-,-,-,-,0,1.09,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,24.0000,買權,-,-,-,-,0,0.93,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,24.0000,賣權,0.21,0.21,0.21,0.21,5,0.25,5,0.2,0.27,0.21,0.21,,一般,
2019/06/21,CBO,201908  ,24.0000,賣權,-,-,-,-,0,0.18,5,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,24.5000,買權,-,-,-,-,0,0.69,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,24.5000,買權,-,-,-,-,0,0.57,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,24.5000,賣權,-,-,-,-,0,0.43,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,24.5000,賣權,-,-,-,-,0,0.32,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,25.0000,買權,-,-,-,-,0,0.38,2,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,25.0000,買權,0.29,0.29,0.29,0.29,2,0.31,2,0.21,0.29,0.29,0.29,,一般,
2019/06/20,CBO,201908  ,25.0000,賣權,-,-,-,-,0,0.67,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,25.0000,賣權,-,-,-,-,0,0.54,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,26.0000,買權,-,-,-,-,0,0.07,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,26.0000,買權,-,-,-,-,0,0.06,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,26.0000,賣權,-,-,-,-,0,1.35,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,26.0000,賣權,-,-,-,-,0,1.18,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,27.0000,賣權,-,-,-,-,0,2.22,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,27.0000,賣權,-,-,-,-,0,2.03,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,28.0000,賣權,-,-,-,-,0,3.18,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,28.0000,賣權,-,-,-,-,0,2.98,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201908  ,29.0000,賣權,-,-,-,-,0,4.17,0,-,-,-,-,,一般,
2019/06/21,CBO,201908  ,29.0000,賣權,-,-,-,-,0,3.97,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,20.0000,買權,-,-,-,-,0,5.05,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.84,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.99,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.54,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.59,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.64,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.24,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.59,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.44,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.54,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.39,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.49,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.2,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,20.0000,買權,-,-,-,-,0,4.25,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.49,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.54,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.34,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.04,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.14,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.09,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,20.5000,買權,-,-,-,-,0,3.75,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,20.5000,買權,-,-,-,-,0,3.94,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,20.5000,買權,-,-,-,-,0,3.89,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.04,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,20.5000,買權,-,-,-,-,0,4.09,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,20.5000,買權,-,-,-,-,0,3.99,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,20.5000,買權,-,-,-,-,0,3.7,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,20.5000,買權,-,-,-,-,0,3.75,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.99,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.84,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,21.0000,買權,-,-,-,-,0,4.04,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.59,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.4,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.64,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.45,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.55,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.59,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.5,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.55,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.21,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.25,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,21.0000,買權,-,-,-,-,0,3.26,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.49,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.34,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.54,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.09,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.06,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,21.5000,買權,-,-,-,-,0,2.9,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.15,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,21.5000,買權,-,-,-,-,0,2.95,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.05,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.1,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,21.5000,買權,-,-,-,-,0,3.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,21.5000,買權,-,-,-,-,0,2.73,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,21.5000,買權,-,-,-,-,0,2.76,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,21.5000,買權,-,-,-,-,0,2.77,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,21.5000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.99,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,22.0000,買權,-,-,-,-,0,3.04,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.84,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.6,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.58,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.42,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.3,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.67,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.46,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.56,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.61,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.27,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.54,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,22.0000,買權,-,-,-,-,0,2.27,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.05,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.06,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.05,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,22.0000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/21,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.54,0,-,-,-,-,,一般,
2019/06/19,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.5,0,-,-,-,-,,一般,
2019/06/20,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.35,0,-,-,-,-,,一般,
2019/06/17,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.1,0,-,-,-,-,,一般,
2019/06/18,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.2,0,-,-,-,-,,一般,
2019/06/14,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.12,0,-,-,-,-,,一般,
2019/06/06,CBO,201909  ,22.5000,買權,-,-,-,-,0,1.95,0,-,-,-,-,,一般,
2019/06/05,CBO,201909  ,22.5000,買權,-,-,-,-,0,1.86,0,-,-,-,-,,一般,
2019/06/11,CBO,201909  ,22.5000,買權,-,-,-,-,0,1.99,0,-,-,-,-,,一般,
2019/06/10,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.09,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.13,0,-,-,-,-,,一般,
2019/06/03,CBO,201909  ,22.5000,買權,-,-,-,-,0,1.83,0,-,-,-,-,,一般,
2019/06/13,CBO,201909  ,22.5000,買權,-,-,-,-,0,2.08,0,-,-,-,-,,一般,
2019/06/04,CBO,201909  ,22.5000,買權,-,-,-,-,0,1.81,0,-,-,-,-,,一般,
2019/06/12,CBO,201909  ,22.5000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
